ID projet,Titre ,Secteur CICID,Agence,Bénéficaire,Pays,Région,Latitude,Longitude,Lien vers fiche de performance,Commentaires,Autorisation de publication,point_geographique
CMR1201,I.SAH PECOBAT,"Education, formation, emploi",AGENCE DE NOUAKCHOTT,OIT,MAURITANIE,Afrique Sub-saharienne,18.084061,-15.97842,https://www.afd.fr/fr/ressources/resume-evaluation-evaluation-mi-parcours-projet-pecobat-mauritanie,,OUI,"18.084061,-15.97842"
CMX1018,BioMex,Environnement et ressources naturelles,AGENCE DE MEXICO,MEXIQUE,MEXIQUE,Amériques,19.4270499,-99.1275711,https://www.afd.fr/es/ressources/resumen-evaluacion-prestamos-presupuestarios-politica-publica-conservacion-biodiversidad-bioconnect-biomex,,OUI,"19.4270499,-99.1275711"
CMX1021,Protect biodiversité,Environnement et ressources naturelles,AGENCE DE MEXICO,SEMARNAT,MEXIQUE,Amériques,19.4270499,-99.1275711,https://www.afd.fr/fr/ressources/resume-evaluation-interventions-aires-protegees-afd-et-ffem-conservation-et-developpement,,OUI,"19.4270499,-99.1275711"
CSN1366,santé maternelle inf,Santé et lutte contre le sida,AGENCE DE DAKAR,SENEGAL,SENEGAL,Afrique Sub-saharienne,14.6633857,-17.4396603,https://www.afd.fr/fr/ressources/resume-evaluation-grappe-projets-muskoka-senegal-benin-centrafrique,,OUI,"14.6633857,-17.4396603"
CZZ1625,BOADsecteurprivé2010,Secteur productif,SIEGE PARIS - OPERATIONS SIEGE,BOAD,MULTI-PAYS,Afrique Sub-saharienne,6.1267204,1.2169797,https://www.afd.fr/fr/ressources/resume-evaluation-grappe-projets-banque-ouest-africaine-de-developpement-boad,,OUI,"6.1267204,1.2169797"
CZZ2045,BOAD Consolidation,Secteur productif,AGENCE DE LOME,BOAD,MULTI-PAYS,Afrique Sub-saharienne,6.1267204,1.2169797,https://www.afd.fr/fr/ressources/resume-evaluation-grappe-projets-banque-ouest-africaine-de-developpement-boad,,OUI,"6.1267204,1.2169797"
CCF1164,PARC (Projet d'appui au renforcement des capacités),Hors secteurs CICID,AGENCE DE BANGUI,REPUBLIQUE CENTRAFRICAINE,REPUBLIQUE CENTRAFRICAINE,Afrique Sub-saharienne,4.361698,18.555975,https://www.afd.fr/fr/ressources/resume-devaluation-programme-dappui-au-renforcement-des-capacites-des-maitrises-douvrage-en-rca-parc-zingo,,OUI,"4.361698,18.555975"
CHT1044 et 3005,"Evaluation Programme sectoriel irrigation : irrigation et entreprenariat rural dans les régions Ouest, Artibonite et Plateau central",Agriculture et sécurité alimentaire,AGENCE DE PORT-AU-PRINCE,REPUBLIQUE D'HAITI,HAITI,Amérique Latine et Caraïbes,18.5420538,-72.3362929,https://www.afd.fr/sites/afd/files/2019-12-03-56-00/resume-evaluation--programme-sectoriel-irrigation-haiti-CHT1044-3005.pdf,,,"18.5420538,-72.3362929"
CHT1072,CPEJ,Education,AGENCE DE PORT-AU-PRINCE,REPUBLIQUE D'HAITI,HAITI,Amérique Latine et Caraïbes,18.5420538,-72.3362929,https://www.afd.fr/fr/ressources/resume-devaluation-competences-pour-lemploi-des-jeunes-haiti,,OUI,"18.5420538,-72.3362929"
CBR1042,Politique de transports collectifs de l'Etat de Rio de Janeiro,Infrastructures et développement urbain,AGENCE DE BRASILIA,ETAT DE RIO DE JANEIRO,BRESIL,Amérique Latine et Caraïbes,-23.5586901,-46.6566512,https://www.afd.fr/sites/afd/files/2019-04-04-36-41/CBR1042-resume-evaluation-bresil-transport-urbain.pdf,,OUI,"-23.5586901,-46.6566512"
CCI1366,Projet de renforcement du système de santé,Santé et lutte contre le sida,AGENCE D'ABIDJAN,REPUBLIQUE DE COTE D'IVOIRE,COTE D'IVOIRE,Afrique Sub-saharienne,5.3573542,-3.9658004,https://ec.europa.eu/echo/sites/echo-site/files/2._health_evaluation_annexes.pdf,page 59 à page 118,OUI,"5.3573542,-3.9658004"
CCM6014,Programme d'appui à la maitrise d'ouvrage des administrations du secteur rural,Agriculture et sécurité alimentaire,AGENCE DE YAOUNDE,REPUBLIQUE DU CAMEROUN,CAMEROUN,Afrique Sub-saharienne,3.873659,11.0,https://www.afd.fr/sites/afd/files/2019-12-10-34-03/resume-evaluation-programme-appui-maitrise-ouvrage-administrations-secteur-rural-amo-CCM6014.pdf,,OUI,"3.873659,11.0"
CCO1027,Prêt souverain en appui à la réforme de la politique de protection sociale de l'Etat Colombien,Santé et lutte contre le sida,AGENCE DE BOGATA,REPUBLIQUE DE COLOMBIE,COLOMBIE,Amérique Latine et Caraïbes,4.6772654,-74.0462634,https://www.afd.fr/sites/afd/files/2019-07-03-43-11/CCO1027-resumen-evalucacion-colombia-salud.pdf,,-,"4.6772654,-74.0462634"
CID3004,réhabilitation des infrastructures de drainage de Banda Aceh,Eau et assainissement,AGENCE DE JAKARTA,Republic of Indonesia,INDONESIE,Asie,-6.21569,106.83406,https://www.afd.fr/sites/afd/files/2019-04-04-53-23/CID3004-evaluation-summary-indonesia-sanitation.pdf,,OUI,"-6.21569,106.83406"
CLB3000,Projet AEP et assainissement au Liban Nord,Eau et assainissement,AGENCE DE BEYROUTH,REPUBLIQUE LIBANAISE,LIBAN,Méditerranée,33.8886289,35.0,https://www.afd.fr/sites/afd/files/2020-01-04-23-52/resume-evaluation-projection-adduction-eau-potable-assainissement-liban-nord-CLB3000.pdf,,OUI,"33.8886289,35.0"
CLA3010,Programme Patrimoine et développement urbain Luang Prabang,Infrastructures et développement urbain,AGENCE DE VENTIANE,REPUBLIQUE DEMOCRATIQUE POPULAIRE LAOS,LAOS,Asie,17.9653695,102.6130238,https://www.afd.fr/sites/afd/files/2019-04-09-36-54/CLA3010-evaluation-summary-lao-pdr-urban-development.pdf,,OUI,"17.9653695,102.6130238"
CMA1195,Tramway Casablanca,Infrastructures et développement urbain,AGENCE DE RABAT,CASA TRANSPORT,MAROC,Méditerranée,34.015049,-6.83272,https://www.tresor.economie.gouv.fr/Articles/2018/02/27/financement-du-tramway-de-casablanca,,OUI,"34.015049,-6.83272"
CNE1164,Fonds Commun santé 3,Santé et lutte contre le sida,AGENCE DE NIAMEY,REPUBLIQUE DU NIGER,NIGER,Afrique Sub-saharienne,13.512668,2.0,https://www.afd.fr/fr/ressources/resume-devaluation-fonds-commun-sante-fcs-niger,,OUI,"13.512668,2.0"
CCD3006,Alimentation en eau potable de communes de la banlieue de Kinshasa et de communes du Bas-Congo,Eau et assainissement,AGENCE DE KINSHASA,REPUBLIQUE DEMOCRATIQUE DU CONGO,REPUBLIQUE DEMOCRATIQUE DU CONGO,Afrique Sub-saharienne,-4.320836,15.29866,https://www.afd.fr/sites/afd/files/2019-04-09-26-02/CCD3006-resume-evaluation-rdc-eau-et-assainissement.pdf,,OUI,"-4.320836,15.29866"
CCD1049,Evaluation d’une grappe de projets d’investissements hospitaliers privés à but non lucratif - PROMEKIN,Santé et lutte contre le sida,AGENCE DE KINSHASA,REPUBLIQUE DEMOCRATIQUE DU CONGO,REPUBLIQUE DEMOCRATIQUE DU CONGO,Afrique Sub-saharienne,-4.320836,15.29866,https://www.afd.fr/sites/afd/files/2020-01-03-24-47/resume-evaluation-promekin-rdc-CCD1049.pdf,,OUI,"-4.320836,15.29866"
CTN3003,Programme de partenariat tuniso-français pour la formation professionnelle,Education,AGENCE DE TUNIS,REPUBLIQUE TUNISIENNE,TUNISIE,Méditerranée,36.0,10.16596,,,NON,"36.0,10.16596"
CTN6016,"Soutien au développement social dans les quartiers défavorisés de Tunis, Sfax, Sousse et Kairouan",Infrastructures et développement urbain,AGENCE DE TUNIS,REPUBLIQUE TUNISIENNE,TUNISIE,Méditerranée,36.0,10.16596,https://www.afd.fr/sites/afd/files/2019-04-09-47-52/CTN6016-resume-evaluation-tunisie-developpement-et-gestion-urbaine.pdf,,-,"36.0,10.16596"
CTR1033,Evaluation Extension de la ligne de metro M2 au centre multimodal de yenikapi,Infrastructures et développement urbain,AGENCE D'ISTANBUL,Municipalité Métropolitaine d'Istanbul,TURQUIE,Méditerranée,41.081686,29.015962,https://www.afd.fr/en/ressources/evaluation-summary-sishane-yenikapi-metro-extension-project-metropolitan-municipality-istanbul,,OUI,"41.081686,29.015962"
CZZ6003,OMVS GIRE,Eau et assainissement,SIEGE PARIS - OPERATIONS SIEGE,ORGANISATION POUR MISE EN VALEUR DU FLEUVE SENEGAL,MULTI-PAYS,Afrique Sub-saharienne,48.8442306,2.3784529,https://www.afd.fr/fr/ressources/resume-devaluation-appui-omvs-pour-la-gestion-integree-des-ressources-en-eau,,,"48.8442306,2.3784529"
CBF1259/CBF1299,PME Burkina,Education,AGENCE DE OUAGADOUGOU,BURKINA FASO,BURKINA FASO,Afrique Sub-saharienne,12.2823,-1.0794,https://www.afd.fr/fr/ressources/resume-evaluation-appui-pme-afd-programmes-education-burkina-faso,,OUI,"12.2823,-1.0794"
CCI1201,C2D 1 DEFI,Education,AGENCE D'ABIDJAN,RCI,COTE D'IVOIRE,Afrique Sub-saharienne,5.3573542,-3.9658004,https://www.afd.fr/fr/ressources/resume-evaluation-sous-projet-phase-1-projet-c2d-emploi-activites-thimo-cote-d-ivoire,,OUI,"5.3573542,-3.9658004"
CML3002 / CML1236,PISE 2,"Education, formation, emploi",AGENCE DE BAMAKO,MALI,MALI,GRAND SAHEL,12.65295,-7.986482,https://www.afd.fr/fr/ressources/resume-evaluation-concours-afd-pise-ii-et-pise-iii-mali,,OUI,"12.65295,-7.986482"
CCI1202,C2D PIPPF,Santé et lutte contre le sida,AGENCE D'ABIDJAN,RCI,COTE D'IVOIRE,Afrique Sub-saharienne,5.3573542,-3.9658004,https://www.afd.fr/fr/ressources/resume-evaluation-projet-intensification-politique-planification-familiale-pippf-cote-d-ivoire,,OUI,"5.3573542,-3.9658004"
CMA1134,Première phase du programme national d'assainissement du Maroc,Eau et assainissement,AGENCE DE RABAT,ONEE,MAROC,Afrique du nord,34.015049,-6.83272,https://www.afd.fr/fr/ressources/resume-evaluation-premiere-phase-programme-national-assainissement-maroc-pna1,,OUI,"34.015049,-6.83272"
CBF1173,Foncier/Territoires,Agriculture et sécurité alimentaire,AGENCE DE OUAGADOUGOU,BURKINA FASO,BURKINA FASO,Afrique Sub-saharienne,11.1833333,-4.2833333,https://www.afd.fr/fr/ressources/resume-evaluation-appui-communes-ouest-gestion-foncier-rural-ressources-naturelles-composante-2,,OUI,"11.1833333,-4.2833333"
CBF1186,ZIGA II,Eau et assainissement,AGENCE DE OUAGADOUGOU,ONEA,BURKINA FASO,Afrique Sub-saharienne,12.364637,-1.533864,https://www.afd.fr/fr/ressources/resume-evaluation-projet-ziga-ii-burkina-faso,,OUI,"12.364637,-1.533864"
CML1237,Offre éducative priv,"Education, formation, emploi",AGENCE DE BAMAKO,MALI,MALI,Afrique Sub-saharienne,12.65295,-7.986482,https://www.afd.fr/fr/ressources/resume-evaluation-appuis-afd-banque-nationale-de-developpement-agricole-bnda-mali,,OUI,"12.65295,-7.986482"
CMZ1093,EDAP énergie,Infrastructures et développement urbain,AGENCE DE MAPUTO,MOZAMBIQUE,MOZAMBIQUE,Afrique Sub-saharienne,-51.9304536,65.1453868,https://www.afd.fr/en/ressources/evaluation-summary-access-electricity-peri-urban-areas-maputo-and-pemba-edap,,OUI,"-51.9304536,65.1453868"
CPE1006,Mi Vivienda,Infrastructures et développement urbain,AGENCE DE BOGOTA,MIVIVIENDA,PEROU,Amériques,-9.189967,-75.015152,https://www.afd.fr/es/ressources/resumen-evaluacion-proyectos-fondo-mivivienda-peru,,OUI,"-9.189967,-75.015152"
CCF1161,PRESU 1,Infrastructures et développement urbain,AGENCE DE BANGUI,REPUBLIQUE CENTRAFRICAINE,REPUBLIQUE CENTRAFRICAINE,Afrique Sub-saharienne,4.361698,18.555975,https://www.afd.fr/fr/ressources/resume-devaluation-programme-de-reconstruction-economique-et-sociale-en-milieu-urbain-presu-rca,,OUI,"4.361698,18.555975"
CBF1182,Evaluation Ligne d’Interconnexion électrique entre Bolgatanga (Ghana) et Ouagadougou (Burkina Faso),Infrastructures et développement urbain,AGENCE DE OUAGADOUGOU,REPUBLIQUE DU BURKINA FASO,BURKINA FASO,Afrique Sub-saharienne,12.2823,-1.0794,https://www.afd.fr/sites/afd/files/2020-01-04-37-13/resume-evaluation-ligne-interconnexion-electrique-bolgatanga-ghana-et-ouagadougou-burkina-faso-CBF1182.pdf,,OUI,"12.2823,-1.0794"
CKH3003,Projet sectoriel d'irrigation du Nord Ouest,Agriculture et sécurité alimentaire,AGENCE DE PHNOM PENH,ROYAUME DU CAMBODGE,CAMBODGE,Asie,11.558831,104.917445,https://www.afd.fr/sites/afd/files/2020-01-04-57-08/resume-evaluation-projet-sectoriel-irrigation-nord-ouest-cambodge-CKH3003.pdf,,OUI,"11.558831,104.917445"
CCN1024,Programme de reconstruction post-séisme Sichuan,Environnement et ressources naturelles,AGENCE DE PEKIN,REPUBLIQUE POPULAIRE DE CHINE,CHINE,Asie,39.0,116.408198,https://www.afd.fr/sites/afd/files/2019-12-11-19-11/evaluation-summary-post-earthquake-reconstruction-program-sichuan-province-CCN1024.pdf,,OUI,"39.0,116.408198"
CCN3017,instances Programme de petite hydroélectricité à Yichang,Infrastructures et développement urbain,AGENCE DE PEKIN,REPUBLIQUE POPULAIRE DE CHINE,CHINE,Asie,39.0,116.408198,https://www.afd.fr/sites/afd/files/2019-12-11-26-13/evaluation-summary-yichang-small-hydraulic-project-china-CCN3017.pdf,,OUI,"39.0,116.408198"
CCV3002,Amélioration durable du service de l'eau et de l'assainissement à Santa Catarina,Eau et assainissement,AGENCE DE DAKAR,REPUBLIQUE DES ILES DU CAP-VERT,CAP VERT,Afrique Sub-saharienne,14.6633857,-17.4396603,https://www.afd.fr/sites/afd/files/2019-04-09-28-47/CCV3002-resume-evaluation-cap-vert-eau-et-assainissement.pdf,,-,"14.6633857,-17.4396603"
CGH1125,Subvention d'assistance technique à Advans Ghana pour favoriser le développement du segment des PME,Secteur productif,AGENCE D'ACCRA,ADVANS GHANA,GHANA,Afrique Sub-saharienne,5.555717,-0.196306,https://www.afd.fr/sites/afd/files/2019-04-09-32-39/CGH1125-evaluation-summary-ghana-finance.pdf,,OUI,"5.555717,-0.196306"
CKE1012,Rural road 2000 phase 1,Infrastructures et développement urbain,AGENCE DE NAIROBI,REPUBLIQUE DU KENYA,KENYA,Afrique Sub-saharienne,-1.274359,36.0,https://www.afd.fr/sites/afd/files/2019-12-11-54-01/evaluation-summary-rural-roads-improvement-project-central-kenya-CKE1012.pdf,,OUI,"-1.274359,36.0"
CKE3010,AEP Mombasa,Eau et assainissement,AGENCE DE NAIROBI,REPUBLIQUE DU KENYA,KENYA,Afrique Sub-saharienne,-1.274359,36.0,https://www.afd.fr/en/ressources/evaluation-summary-mombasa-water-and-sanitation-service-improvement-project-mombasa-wassip-kenya,,OUI,"-1.274359,36.0"
CMG6011,Financement du Programme de mise en valeur et de protection des bassins-versants et périmètres irrigués au lac Alaotra et d'appui au dispositif national d'agroécologie,Agriculture et sécurité alimentaire,AGENCE D'ANTANANARIVO,REPUBLIQUE DE MADAGASCAR,MADAGASCAR,Afrique Sub-saharienne,-18.913503,47.5293392,https://www.afd.fr/sites/afd/files/2019-04-09-39-24/CMG6011-resume-evaluation-madagascar-agriculture-securite-alimentaire.pdf,,-,"-18.913503,47.5293392"
CML1210,Projet d'appui au développement social et sanitaires de la 5ème région du Mali (PADSS),Santé et lutte contre le sida,AGENCE DE BAMAKO,REPUBLIQUE DU MALI,MALI,Afrique Sub-saharienne,12.0,-7.0,https://www.afd.fr/sites/afd/files/2019-12-03-45-57/resume-evaluation-projet-appui-developpement-social-sanitaire-5e-region-mali-PADSS-CML1210.pdf,,OUI,"12.0,-7.0"
CMX1005,Programme de lutte contre le changement climatique au Mexique,Environnement et ressources naturelles,AGENCE DE MEXICO,ETAT FEDERAL DU MEXIQUE,MEXIQUE,Amérique Latine et Caraïbes,19.4270499,-99.1275711,https://www.afd.fr/sites/afd/files/2019-04-09-42-03/CMX1005-resumen-evaluacion-estados-unidos-mexicanos-clima.pdf,,OUI,"19.4270499,-99.1275711"
CMX1013,Deuxième appui au programme mexicain de lutte contre le rechauffement climatique (PECC),Environnement et ressources naturelles,AGENCE DE MEXICO,ETAT FEDERAL DU MEXIQUE,MEXIQUE,Amérique Latine et Caraïbes,19.4270499,-99.1275711,https://www.afd.fr/sites/afd/files/2019-04-01-41-49/CMX1013-resumen-evaluacion-estados-unidos-mexicanos-clima.pdf,,-,"19.4270499,-99.1275711"
CPH1001/1013,AFD budget support for decentralization in the Philippines (2009-2015),Infrastructures et développement urbain,SIEGE PARIS - OPERATIONS SIEGE,GOUVERNEMENT DES PHILIPPINES,PHILIPPINES,Asie,,,https://www.afd.fr/sites/afd/files/2019-12-02-26-20/evaluation-summary-budget-support-operation-decentralization-philippines-CPH1001-103.pdf,,OUI,
CSN6010,Réhabilitation du Pont Faidherbe de Saint-Louis,Infrastructures et développement urbain,AGENCE DE DAKAR,REPUBLIQUE DU SENEGAL,SENEGAL,Afrique Sub-saharienne,14.0,-17.4396603,https://www.afd.fr/sites/afd/files/2020-01-03-51-14/resume-evaluation-rehabilitation-pont-faidherbe-saint-louis-senegal-CSN6010.pdf,,OUI,"14.0,-17.4396603"
CTN6001,Programme d’alimentation en eau potable du milieu rural,Eau et assainissement,AGENCE DE TUNIS,REPUBLIQUE TUNISIENNE,TUNISIE,Méditerranée,36.0,10.16596,https://www.afd.fr/sites/afd/files/2020-01-03-13-09/resume-evaluation-programme-alimentation-eau-potable-milieu%20rural-AEP2-tunisie-CTN%206001.pdf,,OUI,"36.0,10.16596"
CTR1000,Evaluation LC Climat TEB-TSKB,Environnement et ressources naturelles,AGENCE D'ISTANBUL,TURKIYE SINAI KALKINMA BANKASI,TURQUIE,Méditerranée,41.081686,29.015962,https://www.afd.fr/en/ressources/evaluation-summary-credit-line-industrial-development-bank-turkey-tskb,,OUI,"41.081686,29.015962"
CVN1125-01,Financement des programmes prioritaires d'infrastructures et d'équipements urbains des villes de Da Nang et Can Tho,Infrastructures et développement urbain,AGENCE D'HANOI,REPUBLIQUE SOCIALISTE DU VIETNAM,VIET-NAM,Asie,21.0,105.8432883,https://www.afd.fr/sites/afd/files/2019-04-04-46-28/CVN1125-01-evaluation-summary-vietnam-financial-intermediaries.pdf,,OUI,"21.0,105.8432883"
CVN6009,Renforcement des capacités de HIFU et de ses partenaires stratégiques,Infrastructures et développement urbain,AGENCE D'HANOI,REPUBLIQUE SOCIALISTE DU VIETNAM,VIET-NAM,Asie,21.0,105.8432883,https://www.afd.fr/sites/afd/files/2019-04-09-52-26/CVN6009-evaluation-summary-vietnam-financial-intermediaries.pdf,,OUI,"21.0,105.8432883"
CVN6013,Evaluation Lao Cai,Environnement et ressources naturelles,AGENCE D'HANOI,REPUBLIQUE SOCIALISTE DU VIETNAM,VIET-NAM,Asie,21.0,105.8432883,https://www.afd.fr/en/ressources/evaluation-summary-rural-infrastructure-development-and-tourism-project-lao-cai-province-vietnam,,OUI,"21.0,105.8432883"
CVN1127,Formation professionnelle,Education,AGENCE D'HANOI,REPUBLIQUE SOCIALISTE DU VIETNAM,VIET-NAM,Asie,21.0,105.8432883,https://www.afd.fr/fr/ressources/resume-devaluation-projet-dappui-la-formation-professionnelle-au-vietnam,,OUI,"21.0,105.8432883"
CDO1027,Evaluation d’une grappe de projets d’investissements hospitaliers privés à but non lucratif CEDIMAT,Santé et lutte contre le sida,AGENCE REGIONALE DE SAINT DOMINGUE,CEDIMAT,"DOMINICAINE,REPUBLIQUE",Amérique Latine et Caraïbes,18.4689565,-69.9371703,https://www.afd.fr/sites/afd/files/2020-01-03-32-19/resume-evaluation-cedimat-republique-dominicaine-CDO1027.pdf,,OUI,"18.4689565,-69.9371703"
CID1070 / CID1072,ABS Logistique,Infrastructures et développement urbain,AGENCE DE JAKARTA,INDONESIE,INDONESIE,Asie du sud-est,-6.21569,106.83406,https://www.afd.fr/en/ressources/evaluation-summary-policy-based-loan-maritime-logistics-sector-indonesia,,OUI,"-6.21569,106.83406"
CBJ3008,Electrification rura,Infrastructures et développement urbain,AGENCE DE COTONOU,BENIN,BENIN,Afrique Sub-saharienne,6.3666667,2.4333333,https://www.afd.fr/fr/ressources/resume-evaluation-projet-electrification-105-localites-benin,,OUI,"6.3666667,2.4333333"
CMX1038,Bioconnect,Environnement et ressources naturelles,AGENCE DE MEXICO,MEXIQUE,MEXIQUE,Amériques,19.4270499,-99.1275711,https://www.afd.fr/es/ressources/resumen-evaluacion-prestamos-presupuestarios-politica-publica-conservacion-biodiversidad-bioconnect-biomex,,OUI,"19.4270499,-99.1275711"
CVN1099,Centrale Huoi Quang,Infrastructures et développement urbain,AGENCE D'HANOI,EVN,VIET-NAM,Orient(s),21.032361,105.8432883,https://www.afd.fr/en/ressources/evaluation-summary-huoi-quang-hydropower-plant-project-vietnam,,OUI,"21.032361,105.8432883"
