annee,commune_code_insee,id_salle,nom,adresse,code_postal,commune,notation,libelle_notation,direction_artistique,personnel_administratif_technique,scene,loges,regie,site_internet,proprietaire,exploitant,jauge_debout,jauge_assis,jauge_PV,lat,long,accessibilite,hauteur_utile
2013,56132,C_56132100,Le Triskell,Rue du Stade,56890,Meucon,1,salle non équipée,Non,Non,Non,,,www.meucon.fr,Commune,Commune,1000,400,nc,"47,71698","-2,76408",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56133,C_56133100,Salle polyvalente,Le Bourg,56140,Missiriac,5,salle de spectacle multifonctions,Non,Non,Oui,1 loge avec sanitaires,,,Commune,Commune,263,200,nc,"47,84","-2,35078",Salle accessible aux personnes à mobilité réduite,"3,60m"
2013,56134,C_56134100,Salle des fêtes,Le Bourg,56490,Mohon,1,salle non équipée,Non,Non,Oui,,,www.mohon.fr,Commune,Commune,276,276,562 pour l'ensemble du bâtiment,"48,05","-2,52494",Salle accessible aux personnes à mobilité réduite,"6,00m"
2013,56135,C_56135100,Salle polyvalente,Rue Saint-Pierre,56230,Molac,3,salle peu équipée,Non,Non,Oui,1 loge possible dans une salle côté jardin,,,Commune,Commune,260,260,260,"47,73","-2,4375",Salle accessible aux personnes à mobilité réduite,"2,45m"
2013,56136,C_56136100,Salle du Chaperon Rouge,Rue du chaperon rouge,56380,Monteneuf,3,salle peu équipée,Non,Non,Oui,2 loges,,www.site-officiel-de-monteneuf.fr,Commune,Commune,350,300,385,"47,88","-2,2884",Salle accessible aux personnes à mobilité réduite,"3,20m"
2013,56137,C_56137100,Salle des fêtes,Rue des Vénètes,56250,Monterblanc,3,salle peu équipée,Non,Non,Oui,"2 petits locaux à jardin, avec WC, pourraient servir de loge individuelle. ",,www.monterblanc.fr,Commune,Commune,500,300,nc,"47,74","-2,67876",Salle accessible aux personnes à mobilité réduite.,"2,75m"
2013,56138,C_56138100,Salle polyvalente,2 rue de la Mairie,56800,Monterrein,2,salle peu équipée,Non,Non,Oui,1 vestiaire avec point d'eau en fond de salle,,,Commune,Commune,180,160,192,"47,88","-2,35871",Salle accessible aux personnes à mobilité réduite,"3,30m"
2013,56139,C_56139100,"Salle des fêtes ""Entre nous""",2 rue des forges,56800,Montertelot,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,100,100,107,"47,88","-2,422425",Salle accessible aux personnes à mobilité réduite,"2,30m"
2013,56140,C_56140100,Salle Camélia,Rue de la Fontaine,56500,Moréac,2,salle peu équipée,Non,Non,Oui,2 loges à cour et jardin. Pas de sanitaires,,www.moreac.fr,Commune,Commune,560,nc,721,"47,92","-2,82057",Salle accessible aux personnes à mobilité réduite,"3,40m"
2013,56140,C_56140101,Salle Lila,Rue de la Fontaine,56501,Moréac,1,salle non équipée,Non,Non,Oui,,,www.moreac.fr,Commune,Commune,160,120,210,"47,92","-2,82057",Salle accessible aux personnes à mobilité réduite,"3,10m"
2013,56141,C_56141100,Salle polyvalente,Le Resto,56500,Moustoir'Ac,2,salle peu équipée,Non,Non,Oui,,,,Commune,Commune,nc,nc,nc,"47,84","-2,85344",Salle accessible aux personnes à mobilité réduite,"2,40m"
2013,56142,C_56142100,Salle Communale,Rue de la Mairie,56500,Evellys,2,salle peu équipée,Non,Non,Oui,,,www.moustoir-remungol.fr,Commune,Commune,150,200,270 pour l'ensemble du bâtiment,48,"-2,90189",Salle accessible aux personnes à mobilité réduite,"3,60m"
2013,56143,C_56143100,Le Vieux-Couvent,Place du Vieux Couvent,56190,Muzillac,6,salle de spectacle,Oui,Oui,Oui,"1 loge avec douche, 2 lavabos, sanitaires. Elle dispose d'un accès direct à la scène.",1 régie vitrée en fond de salle. Possibilité de l'installer en salle.,www.muzillac.fr,Commune,Commune,non,460,465,"47,55","-2,48019",Salle accessible aux personnes à mobilité réduite,"5,55m"
2013,56144,C_56144100,Foyer Communale,4 rue de la paix,56500,Evellys,3,salle peu équipée,Non,Non,Oui,2 alcôves à cour et jardin,,www.naizin.fr,Commune,Commune,nc,nc,392,"47,9","-2,83228",Salle accessible aux personnes à mobilité réduite,"3,86m"
2013,56145,C_56145100,Salle de Néant s/ Yvel,,56430,Néant-sur-Yvel,1,salle non équipée,Non,Non,,,,,Commune,Commune,nc,nc,nc,"48,01","-2,3279625",,
2013,56146,C_56146100,Salle Emeraude,Rue de la Mairie,56300,Neulliac,2,salle peu équipée,Non,Non,Oui,,,,Commune,Commune,250,200,nc,"48,13","-2,98372",Salle accessible aux personnes à mobilité réduite,"3,45m"
2013,56147,C_56147100,Le Forum,5 espace Lourmois,56130,Nivillac,6,salle de spectacle,Oui,Oui,Oui,1 loge collective avec 2 douches. Capacité: 19 personnes. Accès direct sur extérieur,1 régie en fond de salle. Possibilité de l'installer en salle sans condamner de siège.,www.forumnivillac.fr,Commune,Commune,non,403,403,"47,54","-2,28253","Salle, scène et régie accessibles aux personnes à mobilité réduite","5,70m"
2013,56147,C_56147101,Salle polyvalente du Forum,5 espace Lourmois,56130,Nivillac,2,salle peu équipée,Oui,Oui,Oui,,,www.forumnivillac.fr,Commune,Commune,420,420,437,"47,54","-2,28253",Salle et scène accessibles aux personnes à mobilité réduite,"3,60m"
2013,56148,C_56148100,Espace Les Grands Chênes,Place de l'Eglise,56690,Nostang,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,nc,nc,nc,"47,75","-3,18955",Salle accessible aux personnes à mobilité réduite,"1,95m"
2013,56149,C_56149100,Complexe sportif et polyvalent de la Michochêne,Rue du Stade,56190,Noyal-Muzillac,2,salle peu équipée,Non,Non,Oui,,,www.noyal-muzillac.fr,Commune,Commune,nc,nc,"235 personnes pour la salle, 1235 pour l'ensemble du bâtiment","47,59","-2,45885",Salle accessible aux personnes à mobilité réduite,"2,50m"
2013,56151,C_56151100,Salle Lancelot,Rue du Stade,56920,Noyal-Pontivy,3,salle peu équipée,Non,Non,Oui,,,www.noyal-pontivy.fr,Commune,Commune,660,400,nc,"48,07","-2,88721",Salle accessible aux personnes à mobilité réduite,"3,60m"
2013,56152,C_56152100,Salle Arletty,Rue des Remparts,56360,Le Palais,6,salle de spectacle,Non,Oui,Oui,2 loges pour 6 personnes avec sanitaires communs,1 régie vitrée dont une partie est installée en salle ,www.ccbi.fr,CC de Belle-Ile,CC de Belle-Ile,874,322,nc,"47,34","-3,15374429",Salle accessible aux personnes à mobilité réduite,"5,10m"
2013,56153,C_56153100,Salle corail,Rue de l'armoricaine,56130,Péaule,2,salle peu équipée,Non,Non,Oui,,,www.peaule.fr,Commune,Commune,350,140,360,"47,59","-2,3514",Salle accessible aux personnes à mobilité réduite,"2,30m"
2013,56154,C_56154100,Salle polyvalente,Rue de la Cité des Fleurs,56220,Peillac,4,salle de spectacle multifonctions,Non,Non,Oui,1 salle côté cuisines qui sert de loge avec un miroir et des douches en face. ,"1 local régie côté podium, à jardin. ",www.peillac.fr,Commune,Commune,276,276,286,"47,71","-2,21965",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56155,C_56155100,Complexe Petit-Breton,Allée des sports,56760,Pénestin,4,salle de spectacle multifonctions,Non,Oui,Oui,,,www.mairie-penestin.com,Commune,Commune,391,300,740 pour l'ensemble du bâtiment,"47,48","-2,48081",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56156,C_56156100,Salle polyvalente,Rue des Rainettes,56160,Persquen,3,salle peu équipée,Non,Non,Oui,,,,Commune,Commune,250,200,nc,"48,03","-3,19693",Salle accessible aux personnes à mobilité réduite,"3,70m"
2013,56157,C_56157100,Salle Ty An Holl,Kerembourg,56420,Plaudren,2,salle peu équipée,Non,Non,Oui,,,www.plaudren.fr,Commune,Commune,558,400,558,"47,78","-2,69097",Salle accessible aux personnes à mobilité réduite,"5,00m"
2013,56158,C_56158100,Salle polyvalente,Rue du stade,56890,Plescop,3,salle peu équipée,Non,Non,Oui,,"1 régie à cour, hublot donnant sur la scène",www.plescop.fr,Commune,Commune,640,480,3000 pour l'ensemble du bâtiment,"47,7","-2,8019807",Salle accessible aux personnes à mobilité réduite,"2,55m"
2013,56159,C_56159100,Salle multifonctions,,56140,Pleucadeuc,6,salle de spectacle,Non,Non,Oui,3 loges dont 2 avec WC,Oui,www.pleucadeuc.fr,Commune,Commune,1050,400,1130,"47,76","-2,3740556",Salle et scène accessibles aux personnes à mobilité réduite,"3,75m"
2013,56160,C_56160100,Salle polyvalente,Rue Anne de Bretagne,56120,Pleugriffet,3,salle peu équipée,Non,Non,Oui,,,www.pleugriffet.net,Commune,Commune,400,300,nc,"47,99","-2,68484",Salle accessible aux personnes à mobilité réduite,"2,50m"
2013,56162,C_56162100,Centre Amzer Nevez,2 chemin du Conservatoire,56270,Ploemeur,3,salle peu équipée,Oui,Oui,Oui,,,www.amzernevez.org,Commune,Bail emphytéotique avec l'association Amzer Nevez,400,200,680 pour l'ensemble du bâtiment,"47,73","-3,33274",Salle accessible aux personnes à mobilité réduite,"3,50m"
2013,56162,C_56162101,Centre culturel Océanis,Boulevard François Mitterrand,56270,Ploemeur,6,salle de spectacle,Oui,Oui,Oui,"Les loges se situent côté jardin. 1 loge commune et 2 individuelles au rez-de-chaussée avec 2 WC, 2 loges communes à l'étage avec 1 WC et 2 douches",1 régie en salle,www.ploemeur.com,Commune,Commune,1500,1000,1995 pour l'ensemble du bâtiment,"47,73","-3,42462",Salle et scène accessibles aux personnes à mobilité réduite,"7,00m"
2013,56163,C_56163100,Salle polyvalente du Bourg,Place Coët Noz,56160,Ploërdut,2,salle peu équipée,Non,Non,Oui,,,www.ploerdut.fr,Commune,Commune,350,250,nc,"48,09","-3,28723",Salle inaccessible aux personnes à mobilité réduite,"3,25m"
2013,56164,C_56164100,Le Spi,Rue des Fontaines,56880,Ploeren,2,salle peu équipée,Non,Non,Oui,,,www.mairie-ploeren.com,Commune,Commune,1041,nc,nc,"47,65","-2,86549",Salle et scène accessibles aux personnes à mobilité réduite,"4,50m"
2013,56164,C_56164101,Le Triskell,Rue des deux moulins,56880,Ploeren,2,salle peu équipée,Non,Non,Oui,,,www.mairie-ploeren.com,Commune,Commune,382,nc,nc,"47,65634","-2,86636",Salle accessible aux personnes à mobilité réduite,"3,10m"
2013,56165,C_56165100,Chapelle Bleue,Rue du Val,56800,Ploërmel,6,salle de spectacle,Oui,Oui,Oui,"1 grande loge, jusqu'à 8 personnes, avec sanitaire. Pas d'accès direct à la scène",1 régie en fond de salle,,Commune,Ploërmel Communauté,200,156,205,"47,93","-2,39908",Salle et scène accessibles aux personnes à mobilité réduite,"5,25m"
2013,56165,C_56165101,Salle des fêtes,5 rue Général Giraud,56800,Ploërmel,4,salle de spectacle multifonctions,Non,Non,Oui,3 loges avec accès par le fond de scène.,,,Commune,Commune,900,600,1209 pour l'ensemble du bâtiment,"47,93","-2,39619",Salle et scène accessibles aux personnes à mobilité réduite,"4,00m"
2013,56166,C_56166100,Salle au sein du Domaine de Manéhouarn,Rue de Manehouarn,56240,Plouay,1,salle non équipée,Non,Non,Non,,,www.cc-plouay.fr,Commune,Sagemore,200,150,nc,"47,92","-3,34657",Salle accessible aux personnes à mobilité réduite,"2,75m"
2013,56166,C_56166101,Salle des fêtes de Bécherel,Rue Bécherel,56240,Plouay,4,salle de spectacle multifonctions,Non,Non,Oui,loges,,www.cc-plouay.fr,Commune,Commune,1000,600,nc,"47,92","-3,33285",Salle accessible aux personnes à mobilité réduite,"4,50m"
2013,56168,C_56168100,Salle de Plouharnel,,56340,Plouharnel,1,salle non équipée,Non,Non,,,,,Commune,Commune,350,300,nc,"47,6","-3,1125536",,
2013,56169,C_56169100,Espace Jean-Pierre Calloc'h,Rue Maurice Thomas,56680,Plouhinec,5,salle de spectacle multifonctions,Non,Non,Oui,1 loge,,www.plouhinec.com,Commune,Commune,670,470,nc,"47,7","-3,2509",Salle accessible aux personnes à mobilité réduite,"4,00m"
2013,56170,C_56170100,Salle polyvalente,15 rue du Midi,56770,Plouray,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,220,180,nc,"48,14","-3,38726",Salle accessible aux personnes à mobilité réduite,"1,70m"
2013,56171,C_56171100,Salle Françoise d'Amboise,2 rue des Taillis,56220,Pluherlin,4,salle de spectacle multifonctions,Non,Non,Oui,1 loge possible dans un local avec accès direct en fond de scène. Elle sert actuellement aux jeunes de la commune.,,,Commune,Commune,non,242,252,"47,7","-2,36282",Salle accessible aux personnes à mobilité réduite,"4,35m"
2013,56171,C_56171101,Salle polyvalente,Rue Saint-Hernin,56220,Pluherlin,0,salle non équipée,Non,Non,Non,,,,Commune,Commune,225,150,235,"47,7","-2,36163",Salle accessible aux personnes à mobilité réduite,"4,00m"
2013,56172,C_56172100,Complexe de la Madeleine,Route de Josselin,56420,Plumelec,2,salle peu équipée,Non,Non,Oui,,,www.plumelec.org,Commune,Commune,600,500,nc,"47,84","-2,63868",Salle accessible aux personnes à mobilité réduite,"6,90m"
2013,56173,C_56173100,Espace Droséra,Rue de la Paix,56310,Pluméliau,3,salle peu équipée,Non,Non,Oui,"1 loge avec sanitaire, accès à  la scène par jardin",,www.plumeliau.net,Commune,Commune,680,400,682 pour l'ensemble du bâtiment,"47,96","-2,9774",Salle accessible aux personnes à mobilité réduite,"4,00m"
2013,56174,C_56174100,Salle polyvalente,6 bis rue de la Mairie,56500,Plumelin,1,salle non équipée,Non,Non,Oui,,,www.mairie-plumelin.fr,Commune,Commune,230,200,nc,"47,86","-2,88758",Salle accessible aux personnes à mobilité réduite,"4,55m"
2013,56175,C_56175100,Salle polyvalente,Rue Joseph Evenas,56400,Plumergat,1,salle non équipée,Non,Oui,Non,,,www.plumergat.fr,Commune,Commune,342,nc,442,"47,74","-2,92197",Salle et scène inaccessibles aux personnes à mobilité réduite,"3,00m"
2013,56175,C_56175101,Salle polyvalente de Mériadec,1 rue Pafait Pobéguin,56400,Plumergat,1,salle non équipée,Non,Non,Non,,,www.plumergat.fr,Commune,Commune,200,nc,280,"47,7","-2,89783",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56176,C_56176100,Salle des fêtes,7 place Jollivet,56400,Pluneret,3,salle peu équipée,Non,Non,Oui,,,www.pluneret.fr,Commune,Commune,nc,150,nc,"47,68","-2,95806",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56177,C_56177100,Foyer de la Madeleine,Rue Saint-Georges,56330,Pluvigner,3,salle peu équipée,Non,Non,Oui,1 petite loge au sous-sol avec lavabo et WC,,www.pluvigner.fr,Commune,Commune,450,200,446,"47,77","-3,01653",Salle accessible aux personnes à mobilité réduite,"2,85m"
2013,56177,C_56177101,Salle MJ Le Borgne,Rue Maréchal Leclerc,56330,Pluvigner,2,salle peu équipée,Non,Non,Oui,,,www.pluvigner.fr,Commune,Commune,1000,1000,1176,"47,78","-3,01318",Salle accessible aux personnes à mobilité réduite,"7,00m"
2013,56178,C_56178100,Auditorium Jean Sébastien Bach au sein du conservatoire de Pontivy,5 rue Kristen Noguès,56300,Pontivy,5,salle de spectacle multifonctions,Non,Non,Oui,Les salles de cours servent de loges.,1 régie vitrée sur scène côté cour,www.pontivy-communauté.fr,Pontivy Communauté,Pontivy Communauté,non,120,nc,"48,08","-2,96925",Salle et scène accessibles aux personnes à mobilité réduite,"4,15m"
2013,56178,C_56178101,Halles Safire,Avenue des Cités Unies,56300,Pontivy,2,salle peu équipée,Non,Oui,Oui,,,www.pontivy-communauté.fr,Pontivy Communauté,Pontivy Communauté,4000,650,nc,"48,05","-2,95561",Salle accessible aux personnes à mobilité réduite,"6,00m"
2013,56178,C_56178102,Palais des Congrès - Salle de spectacle,Place des Ducs de Rohan,56300,Pontivy,6,salle de spectacle,Non,Oui,Oui,"3 petites loges individuelles avec lavabo, miroir, penderie et 2 douches et 2 WC en commun. ","1 régie vitrée en fond de salle, possibilité d'ouvrir les vitres. Distance régie - bord plateau: 20m. Pour régie en salle, supprimer environ 16 places.",www.pontivy.fr,Commune,Commune,non,680,237 pour l'ensemble du bâtiment,"48,07","-2,96451",Salle accessible aux personnes à mobilité réduite,"9,80m"
2013,56178,C_56178103,Palais des Congrès - Salle Pondi,Place des Ducs de Rohan,56300,Pontivy,3,salle peu équipée,Non,Oui,Oui,,,www.pontivy.fr,Commune,Commune,1000,600,nc,"48,07","-2,96451",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56178,C_56178104,Théâtre des Halles,Rue de Lourmel,56300,Pontivy,6,salle de spectacle,Non,Non,Oui,"1 loge avec miroir et lavabo, peut se séparer en deux espaces",1 régie en fond de salle,www.pontivy.fr,Commune,Commune,non,180,nc,"48,07","-2,96308",Salle accessible aux personnes à mobilité réduite,"4,60m"
2013,56179,C_56179100,Salle polyvalente,Rue Docteur Rialland,56620,Pont-Scorff,2,salle peu équipée,Non,Non,Oui,,,www.pontscorff.com,Commune,Commune,nc,250,nc,"47,84","-3,40431",Salle accessible aux personnes à mobilité réduite,"2,90m"
2013,56179,C_56179101,Théâtre Le Strapontin,Rue Docteur Rialland,56620,Pont-Scorff,6,salle de spectacle,Oui,Oui,Oui,"1 loge sous la scène avec canapé, table à repasser, miroirs","1 régie derrière le dernier rang de spectateurs ou en salle, au dernier rang, condamnant 12 places",www.pontscorff.com,Commune,"Association-Ciné Spectacles prioritairement, et la commune en fonction de l'association",non,169,nc,"47,84","-3,4025892",Salle et scène accessibles aux personnes à mobilité réduite,"5,25m"
2013,56181,C_56181100,Auditorium de la Médiathèque,57 Grande Rue,56290,Port-Louis,1,salle non équipée,Non,Non,Non,,,www.ville-portlouis.fr,Commune,Commune,nc,nc,nc,"47,71","-3,36216",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56181,C_56181101,La Grande Poudrière,Promenade Henri Buffet,56290,Port-Louis,1,salle non équipée,Non,Non,Non,,,www.ville-portlouis.fr,Commune,Commune,nc,nc,50,"47,71","-3,35775",Salle accessible aux personnes à mobilité réduite,"6,15m"
2013,56181,C_56181102,Salle communale Locmalo,Place de Penerun,56290,Port-Louis,0,salle non équipée,Non,Non,Non,,,www.ville-portlouis.fr,Commune,Commune,nc,nc,nc,"47,70839","-3,356342",Salle accessible aux personnes à mobilité réduite,"4,00m"
2013,56181,C_56181103,Salle des Remparts,Promenade Henri Buffet,56290,Port-Louis,2,salle peu équipée,Non,Non,Oui,1 coin loge avec WC,,www.ville-portlouis.fr,Commune,Commune,nc,nc,nc,"47,71","-3,35775",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56182,C_56182100,Salle multifonctionnelle,Rue de Bel Air,56320,Priziac,4,salle de spectacle multifonctions,Non,Non,Oui,1 loge accès à la scène côté jardin avec lavabo et WC,,www.priziac.com,Commune,Commune,300,300,nc,"48,06","-3,41173",Salle et scène accessibles aux personnes à mobilité réduite,"3,30m"
2013,56183,C_56183100,Salle polyvalente,11 rue du Houx,56910,Carentoir,3,salle peu équipée,Non,Non,Oui,,,www.mairie-quelneuc.fr,Commune,Commune,nc,nc,nc,"47,82","-2,0694",Salle accessible aux personnes à mobilité réduite,"3,65m"
2013,56184,C_56184100,Centre Alan Meur,Place Général de Gaulle,56230,Questembert,4,salle de spectacle multifonctions,Non,Non,Oui," 3 salles derrière la scène, avec toilettes et entrée indépendantes peuvent servir de loges",,www.questembert-notre-cite.org,Commune,Commune,120,100,425 pour l'ensemble du bâtiment,"47,66","-2,45048",Salle accessible aux personnes à mobilité réduite,"2,50m"
2013,56184,C_56184101,L'Asphodèle,21 rue du Pont à Tan,56230,Questembert,6,salle de spectacle,Oui,Oui,Oui,3 loges avec lavabo et sanitaires,1 régie en fond de salle,www.lasphodele.fr,CC Pays de Questembert,Citedia (Délégation de Service Public),1000,384,"384 pour la salle de spectacle, 1034 pour l'ensemble du bâtiment","47,66","-2,4599",Salle accessible aux personnes à mobilité réduite,"6,00m"
2013,56185,C_56185100,Les Arcs,9 rue de la Gare,56530,Quéven,6,salle de spectacle,Oui,Oui,Oui,"1 loge en fond de scène avec 2 petites salles, WC et douche, 1 loge collective, scène côté jardin, sans WC ni douche",1 régie installée au pied du gradin,www.queven.com,Commune,Commune,1600,880,nc,"47,79","-3,41511",Salle accessible aux personnes à mobilité réduite,"4,75m"
2013,56186,C_56186100,Espace Louison Bobet,Place Beg-er-vil,56170,Quiberon,6,salle de spectacle,Non,Oui,Oui,"1 loge avec WC, accès à la scène par jardin",1 local exiguë à jardin avec une vitre,www.quiberon.com,Commune,Commune,nc,550,2160 pour l'ensemble du bâtiment,"47,477052","-3,110885",Salle accessible aux personnes à mobilité réduite,"3,60m"
2013,56186,C_56186101,Salle des banquets,Place Beg-er-vil,56170,Quiberon,3,salle peu équipée,Non,Oui,Oui,"1 loge avec WC, accès par un couloir",,www.quiberon.com,Commune,Commune,nc,nc,2160 pour l'ensemble du bâtiment,,"-3,1358",Salle accessible aux personnes à mobilité réduite,"3,45m"
2013,56187,C_56187100,Salle des fêtes,Rue de Bas,56800,Val d'Oust,0,salle non équipée,Non,Non,Non,,,,Commune,Commune,360,120,nc,"47,52","-2,76721",Salle accessible aux personnes à mobilité réduite,"3,80m"
2013,56188,C_56188100,Salle polyvalente,Rue du Stade,56310,Quistinic,1,salle non équipée,Non,Non,Oui,,,www.cc-plouay.fr,Commune,Commune,200,180,nc,"47,91","-3,14077",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56189,C_56189100,Salle communale Saint-Fiacre,12 rue du Stade,56500,Radenac,2,salle peu équipée,Non,Non,Oui,,,www.radenac.fr,Commune,Commune,480,300,350,"47,96","-2,71322",Salle accessible aux personnes à mobilité réduite,"3,20m"
2013,56190,C_56190100,Salle multifonctions,Rue de la Piscine,56500,Réguiny,2,salle peu équipée,Non,Non,Oui,,,www.reguiny.com,Commune,Commune,1000,750,nc,"47,97","-2,73805",Salle accessible aux personnes à mobilité réduite,"3,20m"
2013,56191,C_56191100,Salle polyvalente,Impasse de l'étang,56140,Réminiac,3,salle peu équipée,Non,Non,Oui,2 alcôves de part et d'autre de la scène,,,Commune,Commune,nc,nc,292,"47,86","-2,23682",Salle accessible aux personnes à mobilité réduite,"3,10m"
