X,Y,OBJECTID,FacilityID,Name,Address,City,Zip,Type,Phone,Website,Organics,CSA,Dairy,FarmersMarket,Honey,Meat,OrchardCiderMill,Retail,UPick,ChristmasTree,NativePlants,Alpaca,BreweryWinery,Other,Comment,RevisionDate,NurseryGreenhouse
-9293309.0136619,5225079.87224071,132,1886,Northville Farmers Market,195 W Main St,Northville,48167,Farmers Market,248-349-7640,http://www.northville.org/index.php/events2/farmers-market,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,No,<Null>,2019/07/11 00:00:00+00,No
-9303683.03650446,5271285.18160826,133,2285,KeiLin Farm,9160 Eagle Rd,Davisburg,48350,Meat,248-634-7276,http://www.keilinfarm.com/,Unknown,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Angus Cattle.  Beef can be purchased by the quarter or half.,2018/02/27 00:00:00+00,No
-9310332.41211328,5259135.41757173,134,2286,Huff's Tree Farm,1460 W Wardlow Rd,Highland,48357,Christmas Tree,248-935-4140,http://www.facebook.com/pg/hufftreefarmsince1954/posts/?ref=page_internal,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Holiday trees,2020/08/20 00:00:00+00,No
-9290435.79380564,5236086.22101767,135,2287,MSU Tollgate Farm,28115 Meadowbrook Rd,Novi,48375,Farmers Market,248-347-3860,http://www.tollgate.msu.edu/sustainable-ag/,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Wednesdays during the season from 4:30-6:30,2018/08/01 00:00:00+00,No
-9256746.31440365,5245955.97923162,136,2288,Troy Farmers Market,510 W Big Beaver Rd,Troy,48084,Farmers Market,248-524-1147,http://troymi.gov/community/troy_farmers_market/index.php,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,2018/08/01 00:00:00+00,No
-9260311.5316929,5231080.69936453,137,2289,Oak Park Farmers Market,14000 Oak Park Blvd,Oak Park,48237,Farmers Market,248-691-7555,http://www.oakparkmi.gov/,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,No,"Every Wednesday during season, in green way just west of City Hall",2018/08/01 00:00:00+00,No
-9271434.03796656,5242685.66611577,138,2290,Nino Salvaggio Marketplace,6592 Telegraph Rd,Bloomfield Twp,48301,Retail,248-970-7000,http://www.ninosalvaggio.com/,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Promotes local products,2018/08/01 00:00:00+00,No
-9300446.99528547,5281943.73606644,139,2291,Fabulous Fibers Alpaca Farm,8069 Buckell Lake Rd,Holly,48442,Alpaca,248-634-7296,http://fabfibers.com/about_us,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,2018/08/01 00:00:00+00,No
-9307214.49122971,5221747.07666262,140,2301,Three Cedars Farm,7897 6 Mile Rd,Northville,48167,U-Pick,248-437-8200,http://threecedarsfarm.org/,Unknown,No,No,No,No,No,No,No,Yes,No,No,No,No,No,U-pick pumpkins,2020/08/20 00:00:00+00,No
-9286156.34500395,5271850.65588654,141,2698,Essence on Main,4 S Main St,Clarkston,48346,Retail,248-942-4949,http://www.essenceonmain.com/home.html,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Promotes local products,2019/07/12 00:00:00+00,No
-9251358.54558618,5235466.10930965,142,3097,Cadillac Straits Brewing Company,27651 John R Rd,Madison Heights,48071,Brewery/Winery/Distillery,248-850-7673,"http://cadillacstraits.com/
",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2019/07/15 00:00:00+00,No
-9279570.55959583,5236227.63203187,143,3098,Craft Breww City,27843 Orchard Lake Rd,Farmington Hills,48334,Brewery/Winery/Distillery,248-488-5555,"http://craftbrewwcity.com/
",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2019/07/15 00:00:00+00,No
-9254663.15739523,5230426.02091489,144,3099,Brooks Brewing,22925 Woodward Ave,Ferndale,48220,Brewery/Winery/Distillery,248-307-7772,"http://www.bbrewing.com/
",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2020/08/20 00:00:00+00,No
-9258469.76576134,5258413.99140423,145,3100,Griffin Claw Clubhouse,2265 Crooks Rd,Rochester Hills,48309,Brewery/Winery/Distillery,248-289-6093,http://www.clubhousebfd.com/,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2020/08/20 00:00:00+00,No
-9293284.46301789,5226323.90899937,146,3101,North Center Brewing Company,410 N Center St,Northville,48167,Brewery/Winery/Distillery,248-444-7967,"http://www.northcenterbrewing.com/
",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2019/07/15 00:00:00+00,No
-9255604.34873398,5234301.35706587,147,3102,Ale Mary's Beer Hall,316 S Main St,Royal Oak,48067,Brewery/Winery/Distillery,248-268-1939,"http://www.alemarysbeer.com/
",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2019/07/15 00:00:00+00,No
-9264477.01369013,5238959.27408572,148,3103,Michigan Beer Growler Company,31221 Southfield Rd,Beverly Hills,48025,Brewery/Winery/Distillery,248-385-3773,"http://michiganbeergrowlerco.com/
",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2019/07/15 00:00:00+00,No
-9291797.21972871,5232836.69062026,149,3104,Michigan Beer Company,42875 Grand River Ave,Novi,48375,Brewery/Winery/Distillery,248-349-7000,"http://www.mibeerco.com/
",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2019/07/15 00:00:00+00,No
-9264097.25204828,5256327.69826897,150,3105,Michigan by the Bottle Tasting Room,3384 Auburn Rd,Auburn Hills,48326,Brewery/Winery/Distillery,248-564-2134,"http://mbtbtasting.com/
",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Wine,2019/07/15 00:00:00+00,No
-9259367.81857832,5237745.8978621,151,3106,Michigan by the Bottle Tasting Room,29932 Woodward Ave,Royal Oak,48073,Brewery/Winery/Distillery,248-850-7175,"http://mbtbtasting.com/
",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Wine,2019/07/15 00:00:00+00,No
-9252110.97058197,5241401.58767924,152,3109,St. Julian's Winery ,518 W 14 Mile Rd,Troy,48083,Brewery/Winery/Distillery,248-951-2113,"http://www.stjulian.com/
",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Wine tasting,2019/07/15 00:00:00+00,No
-9292410.88113423,5225145.1183649,153,3110,Vine 2 Wine Custom Winery,446 S Main St,Northville,48167,Brewery/Winery/Distillery,248-465-9463,"http://www.northvillewine.com/
",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Wine,2019/07/15 00:00:00+00,No
-9314945.53417677,5284694.52001452,154,3111,Seven Lakes Vineyard & Winery,1111 Tinsman Rd,Fenton,48430,Brewery/Winery/Distillery,810-373-6081,"http://www.sevenlakesvineyard.com/
",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Wine,2019/07/15 00:00:00+00,No
-9266169.59947369,5278874.66816281,155,3497,Oak Soda,197 S Broadway St,Lake Orion,48362,Brewery/Winery/Distillery,248-558-2900,http://www.oatsodalakeorion.com/,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2020/02/13 00:00:00+00,No
-9269030.61674798,5285404.2167291,156,3498,Gravel Capital Brewing,14 N Washington St,Oxford,48371,Brewery/Winery/Distillery,248-572-4522,http://gravelcapital.com/,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2020/02/13 00:00:00+00,No
-9260376.12657314,5238725.68501198,157,3499,Brown Iron Brew House,30955 Woodward Ave Ste 510,Royal Oak,48073,Brewery/Winery/Distillery,248-951-2659,http://www.browniron.com/,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2020/03/27 00:00:00+00,No
-9308055.24249177,5259840.03062345,158,3502,Michigan Heirlooms,209 E Wardlow Rd,Highland,48356,Nursery/Greenhouse,248-343-1976,http://www.michiganheirlooms.com/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"Spring nursery for heirloom tomato, pepper, lettuce & herb plants",2020/08/20 00:00:00+00,Yes
-9266567.17942882,5290162.70924054,159,3505,East River Organic Farm,2265 N Oxford Rd,Oxford,48371,CSA,248-613-4001,http://www.eastriverorganic.com/,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,"Eggs, beef, turkey chicken, pork, lamb",2020/08/20 00:00:00+00,No
-9290113.26159108,5283406.01343793,160,3902,Polk-Around Farm,1200 Bald Eagle Lake Rd,Ortonville,48462,U-Pick,810-814-3699,http://www.polkaroundfarm.com/faq.html,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,U-pick blueberries,2020/08/20 00:00:00+00,No
-9279026.67410433,5282612.66867017,161,3904,Summer Dreams Farm,4780 Seymour Lake Rd,Oxford,48371,Nursery/Greenhouse,248-802-8979,http://summerdreamsfarm.com/,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,Online orders for local grown Dalhias and tubers,2020/08/20 00:00:00+00,Yes
-9308095.83614038,5255832.43559062,162,3905,Two Hounds Farm,S Milford Rd,Highland,48357,Nursery/Greenhouse,248-504-1476,http://www.facebook.com/pg/twohoundsfarmmi/about/?ref=page_internal,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,Vegetables and flowers,2020/08/20 00:00:00+00,Yes
-9253587.73899183,5231356.10752551,163,3906,Farm Field Table,1030 Woodward Heights Blvd,Ferndale,48220,Meat,248-509-8555,http://www.farmfieldtable.com/,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"Local raised meat.  No antibiotics, no hormones.",2020/08/20 00:00:00+00,No
-9267849.1710091,5283978.95526953,164,3907,One Drop Brewing Company,130 Oakdell St,Oxford,48371,Brewery/Winery/Distillery,303-903-5519,http://onedropbrewingcompany.com/,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2020/08/20 00:00:00+00,No
-9297737.47935266,5256071.1994286,165,4300,Sunshine Plants,1240 Bogie Lake Rd,White Lake,48383,Nursery/Greenhouse,248-887-3893,http://www.facebook.com/sunshineplantswhitelake/,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,,2020/08/20 00:00:00+00,Yes
-9266084.18442557,5277883.11976491,166,4301,Fogler’s Greenhouse & Farm Market,559 S Lapeer Rd,Lake Orion,48362,Farmers Market,248-690-7458,http://www.foglersgreenhouse.com,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,<Null>,2020/08/20 00:00:00+00,No
-9285434.78635943,5271523.61076095,167,4702,Michigan Micro Farm,,Clarkston,48348,Nursery/Greenhouse,,http://www.facebook.com/MichiganMicroFarm/?ref=page_internal,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,Superior quality microgreens,2020/08/20 00:00:00+00,Yes
-9306884.63150446,5259745.07541655,168,4703,Our Farm,1865 Harvey Lake Rd,Highland,48356,CSA,248-807-0058,http://www.localharvest.org/our-farm-M60237,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,2020/08/20 00:00:00+00,No
-9298845.21817272,5228745.02107446,169,4704,Michigan Flower Farm,22460 Garfield Rd,Northville,48167,Nursery/Greenhouse,248-390-7266,http://michiganflowerfarm.com/index.html,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,,2020/08/20 00:00:00+00,Yes
-9308246.67512952,5257004.89513759,170,5100,Highland Farmers' Market,116 E Livingston Rd,Highland,48357,Farmers Market,313-753-2756,http://www.highlandfarmmarket.com/?fbclid=IwAR21owrafX0q-x6KJpC2ZXGGsWO88Az9hyVzkjo2PGpGMT5JNVMwGTHtX1M,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,2020/08/20 00:00:00+00,No
-9311772.93185924,5226499.11910398,171,5101,Greener Pastures Market,21202 Pontiac Trl,South Lyon,48178,Retail,734-757-4209,http://greener-pastures-market.business.site/,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Full service grocery with emphasis on organic and natural foods,2020/08/20 00:00:00+00,No
-9287806.09776685,5249592.05572614,172,5103,Root Revival Acres,7601 Honeysuckle Rd,West Bloomfield,48324,Other,248-752-6618,http://www.facebook.com/rootrevival/?ref=page_internal,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Vegetables (organic, not certified)",2020/08/20 00:00:00+00,No
-9257175.6053775,5233983.72849208,173,5104,Triple B Honey,26561 Dundee Rd,Huntington Woods,48070,Honey,248-541-4968,http://www.facebook.com/triplebhoneyllc/?ref=page_internal,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Honey,2020/08/20 00:00:00+00,No
-9290066.55760553,5277813.67978982,174,5105,Clarkston Farm,8294 1/2 Rattalee Lake Rd,Clarkston,48348,Other,248-321-4154,http://www.facebook.com/clarkstonfarm/?ref=page_internal,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Vegetables (organic, not certified)",2020/08/20 00:00:00+00,No
-9291044.90107963,5279936.52153763,175,5106,Bell Ridge Gardens,8660 Kier Rd,Clarkston,48348,Other,810-874-4207,None,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Seasonal fruits and vegetables,2020/08/20 00:00:00+00,No
-9254937.13596858,5277423.60860396,176,5108,Rainbow Basket Egg Farm,1700 N Rochester Rd,Oakland Township,48363,Meat,248-385-6892,http://www.facebook.com/rainbowbasketeggfarm/,Unknown,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"Meat chicken, ducks, quail and Heritage turkeys.",2019/07/12 00:00:00+00,No
-9266264.90254327,5279069.94508125,177,5500,Bitter Tom's Distillery,120 S Broadway St,Lake Orion,48362,Brewery/Winery/Distillery,248-690-9535,http://bittertomsdistillery.com/,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Vodka, Gin, Bourbon",2020/08/20 00:00:00+00,No
-9303165.85430092,5227074.18925961,178,5900,Chubb E Acres Farm,21345 Chubb Rd,Northville,48167,Dairy,517-202-7989,http://www.chubbeacresfarm.com/,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Goat milk and cheese,2020/08/20 00:00:00+00,No
-9303165.85430092,5227074.18925961,179,5901,Chubb E Acres Farm,21345 Chubb Rd,Northville,48167,Meat,517-202-7989,http://www.chubbeacresfarm.com/,Unknown,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"Chicken, turkey, duck",2020/08/20 00:00:00+00,No
-9303165.85430092,5227074.18925961,180,5903,Chubb E Acres Farm,21345 Chubb Rd,Northville,48167,Other,517-202-7989,http://www.chubbeacresfarm.com/,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Eggs and seasonal vegetables,2020/08/20 00:00:00+00,No
-9285708.00689572,5285623.97934393,181,6300,Great Lakes Staple Seeds,1724 S Hadley Rd,Ortonville,48462,Other,248-627-5271,http://greatlakesstapleseeds.com/,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Sustainably grown seeds for homestead staple crops - grains, legumes, squash & more.",2020/08/20 00:00:00+00,No
-9283492.08221252,5282811.98507379,182,232,Cook's Dairy Farm,2950 Seymour Lake Rd,Ortonville,48462,Meat,248-627-3329,http://www.cooksfarmdairy.com,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Premium ground beef.  Half and whole pigs.,2019/07/12 00:00:00+00,No
-9292123.13309101,5277516.51620687,183,242,Whitfield's Raw Honey,9235 Windemere Ct,Clarkston,48348,Honey,248-795-2073,http://www.simplyrawhoney.com,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Honey,2018/08/01 00:00:00+00,No
-9310332.41211328,5259135.41757173,184,653,Maria and David Huff Farm Products,1460 W Wardlow Rd,Highland,48357,Meat,248-842-9252,http://www.mdhufffarmproductsllc.smart-webcreator.com/product/,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Pasture grass fed meat and poultry products,2019/07/12 00:00:00+00,No
-9254937.13596858,5277423.60860396,185,2302,Rainbow Basket Egg Farm,1700 N Rochester Rd,Oakland Township,48363,Other,248-385-6892,http://www.facebook.com/rainbowbasketeggfarm/,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Eggs,2020/08/20 00:00:00+00,No
-9290113.26159108,5283406.01343793,186,2303,Polk-Around Farm,1200 Bald Eagle Lake Rd,Ortonville,48462,Honey,810-814-3699,http://www.polkaroundfarm.com/faq.html,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"Honey, maple syrup",2019/07/12 00:00:00+00,No
-9266567.17942882,5290162.70924054,187,3500,East River Organic Farm,2265 N Oxford Rd,Oxford,48371,Meat,248-613-4001,http://www.eastriverorganic.com/,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"Beef, turkey chicken, pork, lamb",2020/08/20 00:00:00+00,No
-9276352.50657676,5290886.89233193,188,3900,Golden Bee Farm,2160 Shipman Rd,Oxford,48371,Honey,248-572-3662,http://www.goldenbeefarm.com/,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Honey,2020/08/20 00:00:00+00,No
-9254640.17306794,5272695.27788547,189,4302,Fogler’s Greenhouse & Farm Market,3979 N Rochester Rd,Rochester,48306,Nursery/Greenhouse,248-652-3614,http://www.foglersgreenhouse.com,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,2020/08/20 00:00:00+00,Yes
-9273757.06417511,5270813.37937413,190,4700,The Lake Orion Honey Company,,Lake orion,48359,Honey,248-391-4329,http://www.lakeorionhoney.com/?fbclid=IwAR1TGEr7eandYGZg81uLhUDDVFW0-IuVNRGLatF_U-b3DhPgg63gToLHTnI,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Honey and will rescue/rehome honey bees,2020/08/20 00:00:00+00,No
-9266567.17942882,5290162.70924054,191,5107,East River Organic Farm,2265 N Oxford Rd,Oxford,48371,Other,248-613-4001,http://www.eastriverorganic.com/,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Eggs, vegetables and herbs",2020/08/20 00:00:00+00,No
-9255414.71465936,5228729.0560738,192,5501,The Ferndale Project,567 Livernois St,Ferndale,48220,Brewery/Winery/Distillery,248-556-5512,http://www.ferndaleproject.com/,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Beer,2020/08/20 00:00:00+00,No
-9264656.37076564,5256399.09428096,193,5502,My Garden Produce,3157 Auburn Rd,Auburn Hills,48326,Farmers Market,,<Null>,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Seasonal fruits and vegetables,2020/08/20 00:00:00+00,No
-9303165.85430092,5227074.18925961,194,5902,Chubb E Acres Farm,21345 Chubb Rd,Northville,48167,Honey,517-202-7989,http://www.chubbeacresfarm.com/,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Honey,2020/08/20 00:00:00+00,No
-9295816.01013075,5277563.88707933,195,6702,Violassi Family Farm,10850 Rattalee Lake Rd,Davisburg,48350,Honey,248-670-5269,http://www.facebook.com/ViolassiFamilyFarm,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Honey,2020/08/20 00:00:00+00,No
-9276352.50657676,5290886.89233193,196,6703,Golden Bee Farm,2160 Shipman Rd,Oxford,48371,Other,248-572-3662,http://www.goldenbeefarm.com/,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Eggs, wool fiber",2020/08/20 00:00:00+00,No
-9310332.41211328,5259135.41757173,197,6704,Maria and David Huff Farm Products,1460 W Wardlow Rd,Highland,48357,Other,248-842-9252,http://www.mdhufffarmproductsllc.smart-webcreator.com/product/,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Naturally-grown produce, maple syrup",2020/08/20 00:00:00+00,No
-9255386.77613718,5229268.3382479,198,6705,Schramm's Mead Production Facility,914 Livernois St,Ferndale,48220,Brewery/Winery/Distillery,248-439-5000,http://www.facebook.com/SchrammsMead/?ref=page_internal,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Mead,2020/09/15 00:00:00+00,No
